Name,Protein name,Orientation,Length
Q9Y6R1,Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1),i469-489o501-516i517-526o553-577i588-605o689-709i730-749o777-787i788-797o824-837i838-847o881-898i899-914o965-985i,1079
Q96RV3,Pecanex-like protein 1 (Pecanex homolog protein 1),i33-53o58-74i1003-1025o1032-1049i1073-1088o1116-1140i1163-1183o1194-1210i1266-1279o1294-1305i1361-1371o1387-1398i1413-1422o1433-1442i,2341
Q9H6A9,Pecanex-like protein 3 (Pecanex homolog protein 3),i33-53o57-77i790-812o819-831i862-876o903-923i951-972o983-997i1053-1073o1078-1093i1148-1158o1172-1181i1203-1212o1223-1232i,2034
O43246,Cationic amino acid transporter 4 (CAT-4) (CAT4) (Solute carrier family 7 member 4),i44-60o71-93i113-141o171-184i193-216o237-251i269-293o319-339i368-385o390-412i478-498o509-529i542-561o567-587i,635
Q63HM2,Pecanex-like protein 4 (Hepatitis C virus F protein-binding protein 2) (HCV F protein-binding protein 2) (Pecanex homolog protein 4),i45-62o71-90i140-159o171-191i217-228o247-262i291-308o316-329i356-373o389-405i448-464o471-480i495-507o521-530i,1172
Q6PIS1,Solute carrier family 23 member 3 (HPC E2-binding protein 3) (Na(+)/L-ascorbic acid transporter 3) (Sodium-dependent vitamin C transporter 3),i56-70o86-104i108-125o165-183i193-208o220-238i264-281o316-335i358-370o371-380i398-419o422-440i454-471o487-507i,610
O60337,E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Doa10 homolog) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (Protein TEB-4) (RING finger protein 176) (RING-type E3 ubiquitin transferase MARCHF6),i97-114o139-161i291-311o332-354i371-394o421-441i480-502o527-536i633-654o675-695i721-738o770-779i813-828o849-863i,910
O15118,NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein),o270-290i350-370o621-639i652-678o686-706i731-751o759-783i833-853o1099-1117i1122-1142o1153-1173i1194-1215o1225-1251i,1278
P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC),i17-32o115-135i141-154o171-187i192-207o212-228i238-254o268-283i297-319o361-379i382-402o406-426i459-473o,705
Q1EHB4,Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12),o11-31i51-68o81-96i129-149o158-178i181-201o238-258i277-297o336-356i379-399o408-428i439-459o505-525i,618
Q5BKT4,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-A) (Asparagine-linked glycosylation protein 10 homolog A)",i8-23o98-116i131-148o154-169i176-186o190-205i250-270o297-307i324-338o368-385i393-408o417-429i437-456o,473
Q5I7T1,"Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B) (Potassium channel regulator 1)",i10-27o98-114i131-149o154-169i173-185o188-202i250-270o288-307i323-340o368-386i393-414o415-424i437-457o,473
Q6N075,Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog) (hsMOT2),o7-19i44-64o77-99i106-123o128-148i171-192o201-219i250-270o282-302i312-332o344-359i377-396o408-428i,450
Q6NUT2,Probable C-mannosyltransferase DPY19L2 (EC 2.4.1.-) (Dpy-19-like protein 2) (Protein dpy-19 homolog 2),i108-125o244-269i270-283o300-317i326-343o346-361i372-388o401-410i425-444o495-509i536-557o558-571i589-605o,758
Q6ZWT7,Lysophospholipid acyltransferase 2 (LPLAT 2) (EC 2.3.1.-) (1-acylglycerophosphate O-acyltransferase MBOAT2) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase MBOAT2) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine MBOAT2 O-acyltransferase) (EC 2.3.1.n7) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lyso-PA acyltransferase) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 4) (Lyso-PC acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 2) (O-acyltransferase domain-containing protein 2),o26-46i52-73o74-93i101-112o130-145i173-183o184-193i237-254o274-283i367-384o387-396i416-436o448-463i,520
Q7Z7B1,Phosphatidylinositol-glycan biosynthesis class W protein (PIG-W) (EC 2.3.-.-),o22-42i57-77o78-98i129-149o163-183i206-221o236-256i262-278o306-326i339-359o371-394i449-464o473-495i,504
Q86VL8,Multidrug and toxin extrusion protein 2 (MATE-2) (hMATE-2) (Kidney-specific H(+)/organic cation antiporter) (Solute carrier family 47 member 2),i39-59o67-92i115-131o153-171i220-240o249-269i291-316o328-348i369-389o410-431i441-463o467-487i579-599o,602
Q8IVB4,Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9),o21-41i48-70o127-147i159-185o203-223i232-252o275-299i310-328o329-340i367-387o395-415i434-450o461-481i,645
Q8N695,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),o15-35i55-72o85-100i133-153o162-182i185-209o242-262i280-301o337-360i383-403o412-432i440-463o522-542i,610
Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),i71-86o169-189i196-208o225-241i246-263o266-283i292-308o322-340i351-371o414-433i438-458o466-480i538-552o,826
Q92581,Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6),o71-91i102-122o176-196i208-233o252-271i280-303o320-348i359-376o383-392i416-436o444-464i483-499o509-532i,701
Q92911,Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Natrium iodide transporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5),o17-37i57-77o87-107i135-155o164-184i187-213o244-266i282-305o342-362i384-404o415-435i443-466o528-549i,643
Q96FL8,Multidrug and toxin extrusion protein 1 (MATE-1) (hMATE-1) (Solute carrier family 47 member 1),i43-63o71-96i120-135o158-175i186-206o217-237i259-284o296-316i338-357o374-392i409-431o435-458i547-567o,570
Q8WWZ4,ATP-binding cassette sub-family A member 10 (EC 7.6.2.-),o135-155i178-205o211-231i240-260o309-328i773-793o937-946i981-1003o1012-1034i1047-1064o1071-1080i1083-1093o1114-1133i,1543
Q96T83,Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7),o71-91i98-120o176-196i211-240o252-271i280-298o324-348i358-376o377-388i415-435o443-463i483-498o508-531i,725
Q9GZV3,High affinity choline transporter 1 (hCHT1) (Hemicholinium-3-sensitive choline transporter) (CHT) (Solute carrier family 5 member 7),o7-27i49-68o84-101i130-150o162-182i185-207o239-259i272-292o333-353i378-398o405-418i435-450o482-494i,580
Q9P2K9,Protein dispatched homolog 3 (Patched domain-containing protein 2),i73-94o463-481i486-506o521-538i564-581o592-616i730-747o1180-1201i1206-1226o1238-1256i1289-1309o1321-1341i1359-1378o,1392
Q9UHC9,NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1),o286-307i352-372o633-651i664-690o698-719i743-763o771-795i844-864o1139-1158i1166-1183o1194-1214i1235-1256o1266-1291i,1359
Q9Y289,Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (hSMVT) (Solute carrier family 5 member 6),o26-47i70-87o101-114i149-164o176-196i200-222o256-276i296-316o354-374i396-416o424-442i456-476o528-548i,635
Q9Y2E8,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),o60-80i87-107o124-139i156-176o191-210i220-240o261-281i299-316o320-330i361-370o379-399i417-437o448-468i,581
Q6UWJ1,Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein),o271-291i296-311o317-337i352-373o380-396i415-435o456-477i499-515o524-533i551-567o578-602i611-627o643-664i,677
Q2PZI1,Probable C-mannosyltransferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1),i27-36o161-181i186-198o218-231i239-254o260-274i286-300o310-325i341-361o410-423i448-468o474-487i502-514o,675
Q6ZPD9,Probable C-mannosyltransferase DPY19L3 (EC 2.4.1.-) (Dpy-19-like protein 3) (Protein dpy-19 homolog 3),i44-64o160-182i183-197o215-231i242-261o262-278i286-306o309-325i344-362o417-437i463-479o485-499i522-540o,716
Q7Z388,Probable C-mannosyltransferase DPY19L4 (EC 2.4.1.-) (Dpy-19-like protein 4) (Protein dpy-19 homolog 4),i52-70o167-187i190-202o221-236i247-261o268-280i294-308o315-330i349-369o421-441i465-482o489-502i523-539o,723
Q9H720,PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog),i9-30o44-60i68-84o93-111i123-139o151-166i195-214o237-252i262-278o285-298i316-332o349-366i395-410o,699
O60721,Sodium/potassium/calcium exchanger 1 (Na(+)/K(+)/Ca(2+)-exchange protein 1) (Retinal rod Na-Ca+K exchanger) (Solute carrier family 24 member 1),i25-38o455-478i496-516o528-541i562-577o580-600i716-725o909-918i936-958o972-992i1011-1024o1040-1060i1069-1089o,1099
A0AV02,Solute carrier family 12 member 8 (Cation-chloride cotransporter 9),i44-62o73-93i122-142o154-174i178-203o233-251i269-289o309-329i361-381o382-402i596-613o614-631i,714
A1A5C7,Solute carrier family 22 member 23,i98-115o231-251i258-278o282-304i315-338o344-360i431-444o465-487i494-515o536-558i572-592o598-618i,686
A6NFX1,Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (hMfsd2b),i45-69o80-94i116-134o143-163i186-203o232-249i286-305o318-335i349-364o370-390i417-434o455-475i,504
F5H094,SLCO1B3-SLCO1B7 readthrough transcript protein (Liver specific transporter-3 transmembrane 12) (LST-3TM12) (Organic anion transporting polypeptide 1B3-1B7) (OATP1B3-1B7) (Solute carrier organic anion transporter family member 1B3-1B7) (SLCO1B3-SLCO1B7),i29-48o66-84i96-117o172-193i207-230o259-277i337-360o375-397i407-427o536-556i570-591o624-646i,687
O00400,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),i75-95o109-129i144-159o177-197i215-235o258-278i310-330o345-363i380-396o408-433i449-471o511-529i,549
O15244,Solute carrier family 22 member 2 (Organic cation transporter 2) (hOCT2),i23-43o151-171i178-198o202-225i236-258o264-279i349-367o378-398i405-424o431-451i465-485o495-511i,555
O15245,Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1),i21-41o150-170i177-197o200-224i235-256o263-278i348-366o377-397i403-423o430-450i464-485o493-512i,554
O15374,Monocarboxylate transporter 5 (MCT 5) (Monocarboxylate transporter 4) (MCT 4) (Solute carrier family 16 member 4),i18-38o61-81i88-106o113-133i149-169o176-195i300-320o338-358i367-386o391-411i426-446o457-479i,487
O15427,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),i18-38o62-82i89-107o114-135i148-170o178-189i228-248o264-284i294-314o321-338i355-375o386-408i,465
O15439,ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4),i93-113o139-159i208-234o235-261i321-341o351-373i711-729o773-790i840-862o863-878i950-971o979-997i,1325
O15440,ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11),i179-201o219-239i290-316o317-343i401-421o434-454i857-877o919-939i990-1009o1010-1030i1100-1120o1127-1147i,1437
O43306,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase),i152-172o178-198i210-230o237-258i259-279o285-305i669-690o696-717i744-762o812-831i836-856o896-911i,1168
O75387,Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1),i13-33o75-98i105-125o134-154i167-188o195-215i304-324o357-377i419-439o444-459i479-499o511-531i,559
O75751,Solute carrier family 22 member 3 (Extraneuronal monoamine transporter) (EMT) (Organic cation transporter 3) (OCT3),i21-41o156-176i183-203o207-230i241-263o269-284i352-370o381-401i408-427o434-454i469-489o498-516i,556
O76082,Organic cation/carnitine transporter 2 (High-affinity sodium-dependent carnitine cotransporter) (Solute carrier family 22 member 5),i20-38o144-164i171-189o195-217i229-249o258-277i345-365o374-394i401-420o426-451i463-483o489-509i,557
O94956,Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9),i50-69o89-109i117-138o189-209i225-248o277-296i372-394o411-432i444-464o560-580i597-617o651-672i,709
O95342,Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11),i59-82o145-165i217-237o243-263i319-343o360-380i752-774o800-820i876-896o902-922i979-1000o1018-1038i,1321
O95477,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),i22-42o632-652i685-706o724-736i745-765o821-841i1351-1371o1703-1723i1735-1755o1768-1788i1806-1820o1848-1868i,2261
O95528,"Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)",i13-33o49-69i76-97o98-118i134-157o166-184i233-245o269-291i298-320o408-428i448-470o476-496i,541
O95622,Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5),i242-262o268-288i299-319o328-346i347-367o375-395i761-782o789-809i836-855o906-926i927-947o988-1003i,1261
O95907,Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8),i15-35o59-79i86-106o111-132i143-163o175-186i253-273o289-309i319-338o346-363i380-400o411-431i,504
P00395,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),i17-37o56-83i100-120o145-165i183-206o234-254i272-289o303-321i338-358o373-393i412-431o452-472i,513
P08183,ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243),i49-72o120-138i190-209o216-236i292-316o332-352i709-731o757-777i833-853o856-876i937-959o974-994i,1280
P11166,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",i12-35o66-87i94-115o120-144i154-176o186-206i272-292o307-328i335-358o363-386i402-426o431-450i,492
P11168,"Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)",i10-31o98-119i125-147o152-177i186-208o218-238i304-324o339-360i367-390o395-413i433-458o463-482i,524
P11169,"Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)",i10-31o64-85i92-113o118-142i152-174o184-204i270-290o305-326i333-355o364-384i400-424o429-448i,496
P13569,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel),i78-93o125-145i198-218o223-245i309-324o348-358i859-879o918-938i991-1012o1013-1033i1101-1121o1127-1147i,1480
P14672,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",i24-45o82-103i108-132o136-161i170-192o202-222i288-308o323-347i351-374o380-402i418-442o447-466i,509
P18577,Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE),i15-32o50-69i77-98o113-132i137-157o170-186i204-228o242-259i270-285o292-309i330-349o363-388i,417
P19634,"Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)",i13-33o106-127i130-149o155-174i192-211o228-247i257-276o295-315i339-358o411-430i449-470o480-499i,815
P21439,Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (P-glycoprotein 3),i55-75o117-137i192-208o218-238i294-316o336-354i708-728o756-776i832-852o857-877i936-956o973-993i,1286
P22732,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)",i17-39o72-93i98-121o126-151i160-183o192-212i278-291o315-339i343-365o371-389i409-434o439-459i,501
P23975,Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2),i65-85o92-112i141-164o233-253i262-282o307-329i349-369o402-417i444-470o475-495i519-538o556-575i,617
P30531,Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1),i53-73o80-100i132-152o210-230i239-259o284-306i332-348o374-394i422-447o457-474i498-517o535-557i,599
P31641,Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6),i50-70o77-102i127-150o216-236i245-265o290-310i337-352o380-400i430-458o465-482i506-525o543-563i,620
P31645,Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),i88-108o115-135i165-185o251-271i280-300o325-345i370-387o417-436i465-489o495-515i539-558o575-595i,630
P36021,Monocarboxylate transporter 8 (MCT 8) (Monocarboxylate transporter 7) (MCT 7) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter),i97-117o144-164i172-192o196-213i230-250o263-280i323-340o358-378i387-407o413-431i447-467o478-500i,539
P40145,Adenylate cyclase type 8 (EC 4.6.1.1) (ATP pyrophosphate-lyase 8) (Adenylate cyclase type VIII) (Adenylyl cyclase 8) (AC8) (Ca(2+)/calmodulin-activated adenylyl cyclase),i182-202o212-232i245-266o267-288i289-310o321-341i716-733o741-761i787-806o833-852i853-873o899-914i,1251
P41440,Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1),i28-48o68-87i94-113o121-136i153-177o185-203i269-288o308-324i337-356o363-385i398-418o432-452i,591
